,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip
138,71380217,,,12/13/22(Tue)04:59:07,Anonymous,,The difference between looking like a chad and looking like an incel. Can you see it?,Screenshot 2022-12-13 015736,.jpg,977,855,250,218,1670925547166421,1670925547,EIRrepgP/on8BgE5hIQyEw==,145801,0,,the-difference-between-looking-like-a-chad-and,0,1,0,"[{'no': 71380231, 'now': '12/13/22(Tue)05:00:48', 'name': 'Anonymous', 'com': '<a href=""#p71380217"" class=""quotelink"">&gt;&gt;71380217</a><br><span class=""quote"">&gt;The difference between looking like a chad and looking like an incel. Can you see it?</span><br><span class=""quote"">&gt;anon discovers what time is</span>', 'time': 1670925648, 'resto': 71380217}]",1670925648,0.0,0.0,,,
139,71380208,,,12/13/22(Tue)04:58:28,Anonymous,,I CANT FUCKING SLEEP I AM GOING TO DIE MUCH SOONER THAN I THINK AND I WILL NEVER GET A GF FUCK THIS LIFE,long cheese,.jpg,1333,900,250,168,1670925508485268,1670925508,PvryAG2X/yT+ndqmTa70dw==,81572,0,,i-cant-fucking-sleep-i-am-going-to-die-much,0,0,0,,1670925508,0.0,0.0,,,
140,71380058,,,12/13/22(Tue)04:36:57,Anonymous,,KEK is mens maxxing the best mens help channel in the current days? he pretty much just repeats /r9k/ talking points as a giga chad. its great.<br><br>https://youtu.be/DN9Opt-jW5o,Screenshot_2022-12-13_04-35-58,.png,689,497,250,180,1670924217016373,1670924217,DHeqxKz3Gb8/3Xo23+E2VA==,151104,0,,kek-is-mens-maxxing-the-best-mens-help-channel-in,0,3,0,"[{'no': 71380115, 'now': '12/13/22(Tue)04:44:50', 'name': 'Anonymous', 'com': '<a href=""#p71380058"" class=""quotelink"">&gt;&gt;71380058</a><br>Based if true.<br>I knew there had to be a few true chads out there who agree with how unfair life is due to random genetics you have no control over.<br>Can&#039;t really blame most of them for enjoying their gifted genetics and living great lives instead of thinking about genetic failures. Most incels would have done the same in their position.', 'time': 1670924690, 'resto': 71380058}, {'no': 71380179, 'now': '12/13/22(Tue)04:54:08', 'name': 'Anonymous', 'com': '<a href=""#p71380058"" class=""quotelink"">&gt;&gt;71380058</a><br>Yes, he&#039;s the best one out there. That&#039;s not saying much. Still cringey. At least he&#039;s honest', 'time': 1670925248, 'resto': 71380058}, {'no': 71380206, 'now': '12/13/22(Tue)04:57:58', 'name': 'Anonymous', 'com': 'No all ecelebs, ewhores and jewtubers can fuck off', 'time': 1670925478, 'resto': 71380058}]",1670925478,0.0,0.0,,,
141,71377515,,,12/12/22(Mon)23:21:58,Anonymous,,day 6 of manifesting cute gf that has cool interests,__gotou_hitori_bocchi_the_rock_drawn_by_sou_soutennkouchi__8738db71fc6a0d6cb022ab733135a999,.jpg,776,1096,177,250,1670905318101721,1670905318,kjsMaW7JKwHEDNRwIQr1DA==,619045,0,,day-6-of-manifesting-cute-gf-that-has-cool,0,32,12,"[{'no': 71379082, 'now': '12/13/22(Tue)02:17:20', 'name': 'Anonymous', 'com': '<a href=""#p71378842"" class=""quotelink"">&gt;&gt;71378842</a><br>I would say a soft limit of 2 and a max of 5.<br><a href=""#p71378858"" class=""quotelink"">&gt;&gt;71378858</a><br>I somewhat agree with you in that sense. Its more of a question of pair bonding and stability in the relationship.', 'filename': '__gotou_hitori_bocchi_the_rock_drawn_by_tsukasa_tsubasa__sample-2c3c01a1cc028e72b4bf822f5b29b982', 'ext': '.jpg', 'w': 850, 'h': 1242, 'tn_w': 85, 'tn_h': 125, 'tim': 1670915840943164, 'time': 1670915840, 'md5': '0M/hWNIe0tmhTZZDztbiDA==', 'fsize': 172805, 'resto': 71377515}, {'no': 71379104, 'now': '12/13/22(Tue)02:20:52', 'name': 'Anonymous', 'com': '<a href=""#p71378822"" class=""quotelink"">&gt;&gt;71378822</a><br>Then what&#039;s the appeal about a big ass', 'time': 1670916052, 'resto': 71377515}, {'no': 71379157, 'now': '12/13/22(Tue)02:27:07', 'name': 'Anonymous', 'com': '<a href=""#p71379104"" class=""quotelink"">&gt;&gt;71379104</a><br>It looks hot and doggystyle or reverse cowgirl with a big ass looks very hot and appealing.', 'filename': '__gotou_hitori_bocchi_the_rock_drawn_by_maple_abc2215__sample-f6df7bf183958f4026082038034527ec', 'ext': '.jpg', 'w': 850, 'h': 646, 'tn_w': 125, 'tn_h': 95, 'tim': 1670916427061023, 'time': 1670916427, 'md5': '4+OFZSv4b0YCEyS7HU0Qxg==', 'fsize': 62631, 'resto': 71377515}, {'no': 71380018, 'now': '12/13/22(Tue)04:31:12', 'name': 'Anonymous', 'com': '<a href=""#p71377515"" class=""quotelink"">&gt;&gt;71377515</a><br>hhhhh so cute', 'time': 1670923872, 'resto': 71377515}, {'no': 71380139, 'now': '12/13/22(Tue)04:47:57', 'name': 'Anonymous', 'com': 'I wanted to say girls with cool interests only bother with me with cool interests, but honestly I&#039;ve met so many girls thay draw wonderfully and then they have a bf that literally just does esports or something. It&#039;s really frustrating and makes me feel like women are just retarded', 'time': 1670924877, 'resto': 71377515}]",1670924877,0.0,0.0,27.0,10.0,
142,71379119,,,12/13/22(Tue)02:22:53,Anonymous,,"I always wanted to up a school as a kid because i thoought i would be funny sadly the only thing me and my friend did was one day change the backgrounds to gore and set the bathroom on fire <br><span class=""quote"">&gt;didnt get caught for the bathroom</span>",part 1,.png,1200,797,250,166,1670916173685612,1670916173,zuVLvOtb83lBRAapoPamzQ==,1398448,0,,i-always-wanted-to-up-a-school-as-a-kid-because-i,0,6,2,"[{'no': 71379895, 'now': '12/13/22(Tue)04:09:50', 'name': 'Anonymous', 'com': 'killing people is morally incorrect. You should really reconsider your thoughts.', 'time': 1670922590, 'resto': 71379119}, {'no': 71379998, 'now': '12/13/22(Tue)04:28:14', 'name': 'Anonymous', 'com': '<a href=""#p71379119"" class=""quotelink"">&gt;&gt;71379119</a><br><br>Remember anon, we are not defined by our capability to inflict violence but by our ability to withhold violence.', 'time': 1670923694, 'resto': 71379119}, {'no': 71380052, 'now': '12/13/22(Tue)04:36:04', 'name': 'Anonymous', 'com': 'Great job posting this online.. real smart kid!', 'filename': 'Prank', 'ext': '.png', 'w': 180, 'h': 250, 'tn_w': 90, 'tn_h': 125, 'tim': 1670924164608097, 'time': 1670924164, 'md5': '1ERTRxrw5M6+3Q6CvZni1w==', 'fsize': 66121, 'resto': 71379119}, {'no': 71380053, 'now': '12/13/22(Tue)04:36:06', 'name': 'Anonymous', 'com': '<a href=""#p71379119"" class=""quotelink"">&gt;&gt;71379119</a><br>I set my college dorm bathroom on fire once when drunk, was really fucking lucky because they had cctv just up the hallway from there and I saw the dorm manager looking through print outs of that night a few days later, had a meeting where they grilled everyone over who did it.', 'time': 1670924166, 'resto': 71379119}, {'no': 71380062, 'now': '12/13/22(Tue)04:37:50', 'name': 'Anonymous', 'com': '<a href=""#p71379119"" class=""quotelink"">&gt;&gt;71379119</a><br><span class=""quote"">&gt;I always wanted to up a school as a kid because i thoought i would be funny</span><br>You shouldn&#039;t do this because it kills people Anon', 'time': 1670924270, 'resto': 71379119}]",1670924270,0.0,0.0,1.0,1.0,
143,71379875,,,12/13/22(Tue)04:06:49,Anonymous,,"<span class=""quote"">&gt;rejected by some fat whore</span>",30A963BE-A042-4CBF-BB64-DCB5BEB3DF51,.jpg,976,850,249,217,1670922409808004,1670922409,yTvVFdpJjSQAtKsxLeEvtA==,81250,0,,rejected-by-some-fat-whore,0,9,0,"[{'no': 71379999, 'now': '12/13/22(Tue)04:28:22', 'name': 'Anonymous', 'com': '<a href=""#p71379973"" class=""quotelink"">&gt;&gt;71379973</a><br>I don&#039;t think you know what waking up and deciding to not be a tremendous faggot means', 'time': 1670923702, 'resto': 71379875}, {'no': 71380004, 'now': '12/13/22(Tue)04:29:03', 'name': 'Anonymous', 'com': '<a href=""#p71379988"" class=""quotelink"">&gt;&gt;71379988</a><br><span class=""quote"">&gt;what does that make you</span><br>are you 12 and mad because he referred to a woman as a whore? why would you post something so stupid?', 'time': 1670923743, 'resto': 71379875}, {'no': 71380006, 'now': '12/13/22(Tue)04:29:21', 'name': 'Anonymous', 'com': '<a href=""#p71379999"" class=""quotelink"">&gt;&gt;71379999</a><br>OP utterly BTFO by quads of truth', 'time': 1670923761, 'resto': 71379875}, {'no': 71380020, 'now': '12/13/22(Tue)04:31:32', 'name': 'Anonymous', 'com': '<a href=""#p71380004"" class=""quotelink"">&gt;&gt;71380004</a><br>Hahaha. Even the whore didn&#039;t want your faggot ass. Kekking at your life rn.', 'time': 1670923892, 'resto': 71379875}, {'no': 71380050, 'now': '12/13/22(Tue)04:35:50', 'name': 'Anonymous', 'com': '<a href=""#p71380020"" class=""quotelink"">&gt;&gt;71380020</a><br>that ain&#039;t even english, some kind of loser speech.', 'time': 1670924150, 'resto': 71379875}]",1670924150,0.0,0.0,4.0,0.0,
144,71378957,,,12/13/22(Tue)02:01:05,Anonymous,,Kindly submit.,1667891251947,.png,340,308,250,226,1670914865071883,1670914865,dB6ncrHFDpKU3MU3eA/6DQ==,20163,0,,kindly-submit,0,4,0,"[{'no': 71378971, 'now': '12/13/22(Tue)02:03:04', 'name': 'Anonymous', 'com': '<a href=""#p71378957"" class=""quotelink"">&gt;&gt;71378957</a><br>Submit to who? Submit to what?', 'time': 1670914984, 'resto': 71378957}, {'no': 71378974, 'now': '12/13/22(Tue)02:03:34', 'name': 'Anonymous', 'com': '<a href=""#p71378957"" class=""quotelink"">&gt;&gt;71378957</a><br>glegle sama, why are u covered in ketchup', 'time': 1670915014, 'resto': 71378957}, {'no': 71379000, 'now': '12/13/22(Tue)02:06:56', 'name': 'Anonymous', 'com': '<a href=""#p71378971"" class=""quotelink"">&gt;&gt;71378971</a><br>*to whom<br>*to whamt', 'time': 1670915216, 'resto': 71378957}, {'no': 71380042, 'now': '12/13/22(Tue)04:34:32', 'name': 'Anonymous', 'com': 'ok<br>r0hay4', 'time': 1670924072, 'resto': 71378957}]",1670924072,0.0,0.0,,,
145,71379028,,,12/13/22(Tue)02:09:56,Anonymous,,I have no sex appeaI,E8F3E2DD-5455-4BB1-B2AA-70E026979589,.jpg,786,960,204,250,1670915396036037,1670915396,09dVW7AS7kKPKBFSpo6iCQ==,96975,0,,i-have-no-sex-appeai,0,61,13,"[{'no': 71379708, 'now': '12/13/22(Tue)03:45:30', 'name': 'Anonymous', 'com': '<a href=""#p71379695"" class=""quotelink"">&gt;&gt;71379695</a><br><span class=""quote"">&gt;vasectomy</span><br>I&#039;m not sure if you&#039;re imply she&#039;s a tranny, but only men get those. Women get their tubes tied.', 'time': 1670921130, 'resto': 71379028}, {'no': 71379758, 'now': '12/13/22(Tue)03:52:31', 'name': 'Anonymous', 'com': '<a href=""#p71379615"" class=""quotelink"">&gt;&gt;71379615</a><br>Do you have a lot of friends to use ASL with, or is it a rarely practiced language for you?', 'filename': '__mio_original_and_1_more_drawn_by_poco_asahi_age__81dad5f95d76091ce553c1cf76a7868c', 'ext': '.jpg', 'w': 1059, 'h': 1300, 'tn_w': 101, 'tn_h': 125, 'tim': 1670921551580642, 'time': 1670921551, 'md5': 'n9nAGL7GlZC2TJSMFtqacQ==', 'fsize': 302114, 'resto': 71379028}, {'no': 71379926, 'now': '12/13/22(Tue)04:15:29', 'name': 'Anonymous', 'com': '<a href=""#p71379708"" class=""quotelink"">&gt;&gt;71379708</a><br>men also get their tubes tied', 'time': 1670922929, 'resto': 71379028}, {'no': 71379938, 'now': '12/13/22(Tue)04:17:09', 'name': 'Anonymous', 'com': '<a href=""#p71379926"" class=""quotelink"">&gt;&gt;71379926</a><br>Well, that may be, but isn&#039;t vasectomy only for men?', 'time': 1670923029, 'resto': 71379028}, {'no': 71380028, 'now': '12/13/22(Tue)04:33:09', 'name': 'Anonymous', 'com': '<a href=""#p71379294"" class=""quotelink"">&gt;&gt;71379294</a><br><a href=""#p71379342"" class=""quotelink"">&gt;&gt;71379342</a><br>yeah, no. whever you fags say this it&#039;s because you&#039;re picturing a 5/10 chick with no curves. those aren&#039;t fembots.<br>real fembots are 2/10 goblins with potato shaped faces and bodies.', 'filename': '1660810821981900', 'ext': '.jpg', 'w': 640, 'h': 480, 'tn_w': 125, 'tn_h': 93, 'tim': 1670923989329091, 'time': 1670923989, 'md5': 'lkwvQAj7huPB9Hip+PsAwg==', 'fsize': 34385, 'resto': 71379028}]",1670923989,0.0,0.0,56.0,11.0,
146,71379717,,,12/13/22(Tue)03:46:28,Anonymous,,i would sniff a tall boy with long hair so hard i would bite him andmmmmmmmmggh,328905,.jpg,225,350,160,250,1670921188798728,1670921188,9FNvJg7d9N4SbQkpvcjHEA==,42048,0,,i-would-sniff-a-tall-boy-with-long-hair-so-hard-i,0,21,12,"[{'no': 71379958, 'now': '12/13/22(Tue)04:21:33', 'name': 'Anonymous', 'com': '<a href=""#p71379865"" class=""quotelink"">&gt;&gt;71379865</a><br>Over 5&#039;10 you say... and would hair like this length be sufficient?', 'filename': 'Screenshot_20221213-202119_Gallery', 'ext': '.jpg', 'w': 1080, 'h': 1461, 'tn_w': 92, 'tn_h': 125, 'tim': 1670923293094178, 'time': 1670923293, 'md5': 'iErEn0HgV3mOIrrfup0ngA==', 'fsize': 861862, 'resto': 71379717}, {'no': 71379964, 'now': '12/13/22(Tue)04:23:18', 'name': 'Anonymous', 'com': '<a href=""#p71379922"" class=""quotelink"">&gt;&gt;71379922</a><br>I&#039;ve done a lot of thinking about what I want in a gf, and I came to the conclusion that I do not have enough experience to answer the question. My desires would be based around fictitious characters with possibly unrealistic qualities. For a more recent example, I&#039;ve read Asuka&#039;s route and am currently making my way through Rika&#039;s route in Aokana, and I wouldn&#039;t mind if either one was my gf.<br><br>If we&#039;re talking about body type, I think my answer is that I would be attracted to someone as long as she was fit. Maybe less so if she was a bit too shredded though.', 'filename': '__original_drawn_by_poco_asahi_age__cae2bf62325483da99fb0628528e93c4', 'ext': '.jpg', 'w': 965, 'h': 1000, 'tn_w': 120, 'tn_h': 125, 'tim': 1670923398129313, 'time': 1670923398, 'md5': 'wSLGi6j8qxW6nWvvHYN+UQ==', 'fsize': 164528, 'resto': 71379717}, {'no': 71379981, 'now': '12/13/22(Tue)04:25:09', 'name': 'Anonymous', 'com': 'You&#039;re welcome to smell him all you like, but as a somewhat tall long hair boy myself, I would simply take it as an invitation to smell you back.', 'filename': 'jm6a1izzt2f11', 'ext': '.jpg', 'w': 500, 'h': 375, 'tn_w': 125, 'tn_h': 93, 'tim': 1670923509700744, 'time': 1670923509, 'md5': 'dYRkfj4RnTcxxF3YUaSxVw==', 'fsize': 19642, 'resto': 71379717}, {'no': 71379994, 'now': '12/13/22(Tue)04:27:15', 'name': 'Anonymous', 'com': '<a href=""#p71379981"" class=""quotelink"">&gt;&gt;71379981</a><br><span class=""quote"">&gt;I would simply take it as an invitation to smell you back.</span><br>Gary Mother Fucking Oak', 'filename': '522', 'ext': '.jpg', 'w': 600, 'h': 843, 'tn_w': 88, 'tn_h': 125, 'tim': 1670923635577973, 'time': 1670923635, 'md5': 'bZC/rwCYVFfftvVKX02wOQ==', 'fsize': 68391, 'resto': 71379717}, {'no': 71380013, 'now': '12/13/22(Tue)04:30:37', 'name': 'Anonymous', 'com': '<a href=""#p71379717"" class=""quotelink"">&gt;&gt;71379717</a><br>U can sniff my hair if you want if you can reach it', 'time': 1670923837, 'resto': 71379717}]",1670923837,0.0,0.0,16.0,8.0,
147,71379777,,,12/13/22(Tue)03:54:37,Anonymous,Texting,"Does anyone else find texting / video chat extremely tedious and mind numbingly boring?<br><span class=""quote"">&gt;hey anon, here&#039;s my number wink wink ;)</span><br><br>wtf am I supposed to do with that<br>I just can&#039;t get a gf or connect with people at work because they expect to be texted daily for months sometimes before you start arranging events. I just get so extremely turned turned off when there&#039;s a phone involved <br><br><span class=""quote"">&gt;oh it&#039;s ok if you hang out with us, but next time make sure to text first </span><br>Everything happens through text nowadays, I hate that so much. <br><br>4chan is ok for some reason",B3AB8E95-E388-4056-9A52-2C88E06C9B42,.jpg,1000,982,250,245,1670921677724694,1670921677,SRWK8bOvpdTwVEVYYK6mHA==,73678,0,,texting,0,3,1,"[{'no': 71379936, 'now': '12/13/22(Tue)04:17:00', 'name': 'Anonymous', 'com': '<a href=""#p71379777"" class=""quotelink"">&gt;&gt;71379777</a><br>I think a post-based format is more topic-based than conversations are. With a post, the topic is stated clearly and you can respond accordingly. But in conversations, often you will just talk aimlessly without any discussion at all. At least that&#039;s been my experience.', 'filename': '__mio_original_and_1_more_drawn_by_poco_asahi_age__0e11d8bcaa2c4d1ff5df71b92e660e6e', 'ext': '.jpg', 'w': 1682, 'h': 1200, 'tn_w': 125, 'tn_h': 89, 'tim': 1670923020877410, 'time': 1670923020, 'md5': '/8tQOdGtY5g9ZxqI4/6hkA==', 'fsize': 274110, 'resto': 71379777}, {'no': 71379943, 'now': '12/13/22(Tue)04:18:15', 'name': 'Anonymous', 'com': '<a href=""#p71379777"" class=""quotelink"">&gt;&gt;71379777</a><br><span class=""quote"">&gt;I just can&#039;t get a gf or connect with people at work because they expect to be texted daily for months sometimes before you start arranging events</span><br><br>That&#039;s because you&#039;re not chad. Girls want to go out with chad as soon as possible', 'time': 1670923095, 'resto': 71379777}, {'no': 71380011, 'now': '12/13/22(Tue)04:30:31', 'name': 'Anonymous', 'com': '<a href=""#p71379777"" class=""quotelink"">&gt;&gt;71379777</a><br>No because I&#039;m a giga pimp daddy when I text women whereas I&#039;m a sperg when talking to them in real life. My brain needs a little while longer to think about the best thing to say', 'time': 1670923831, 'resto': 71379777}]",1670923831,0.0,0.0,,,
